head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
linear,raw,0,0.9580152630805969,0.10539526492357254,0.8798076923076923,0.9359193513039666,0.8632726337839298
linear,raw,1,0.9580152630805969,0.10795313864946365,0.8589743589743589,0.9325005478851632,0.836802624852887
linear,raw,2,0.9522900581359863,0.10645422339439392,0.8525641025641025,0.9274271312732851,0.8284382284382283
linear,raw,3,0.9599236845970154,0.11118914932012558,0.8509615384615384,0.9235809774271312,0.8268151256240917
linear,raw,4,0.9599236845970154,0.11157502979040146,0.8798076923076923,0.9359796186719264,0.8636168916890814
linear,raw,5,0.9541984796524048,0.11045939475297928,0.8717948717948718,0.9402038132807363,0.8528301886792453
linear,raw,6,0.9618320465087891,0.10824888944625854,0.8653846153846154,0.9284242822704362,0.8450605971031628
linear,raw,7,0.9465649127960205,0.10887034982442856,0.8701923076923077,0.9323252246329169,0.8507930603894895
linear,raw,8,0.9541984796524048,0.10442528873682022,0.8717948717948718,0.9321718167872014,0.8528301886792453
linear,raw,9,0.9561068415641785,0.10723913460969925,0.8782051282051282,0.9316294104755644,0.861624649859944
mlp1,raw,0,0.9675572514533997,0.08346834778785706,0.8605769230769231,0.9425597194827964,0.8388769347203466
mlp1,raw,1,0.9656488299369812,0.08508189767599106,0.8605769230769231,0.9395244356782819,0.8379883433257631
mlp1,raw,2,0.9675572514533997,0.08722661435604095,0.8798076923076923,0.9390094236248082,0.8618454262865645
mlp1,raw,3,0.9675572514533997,0.08805719763040543,0.8589743589743589,0.94321718167872,0.8354351474466555
mlp1,raw,4,0.9618320465087891,0.08578243851661682,0.8621794871794872,0.940209292132369,0.8400724775891666
mlp1,raw,5,0.9675572514533997,0.08192630112171173,0.8701923076923077,0.9415242165242165,0.8499888702568745
mlp1,raw,6,0.9675572514533997,0.08692295104265213,0.875,0.9435787858864783,0.8561276973100798
mlp1,raw,7,0.9656488299369812,0.08940368890762329,0.8621794871794872,0.9411242603550296,0.8400724775891666
mlp1,raw,8,0.9675572514533997,0.0873141810297966,0.8477564102564102,0.9387573964497042,0.8194702878182034
mlp1,raw,9,0.9599236845970154,0.09159491211175919,0.8669871794871795,0.9372890642121411,0.8458640239275033
mlp2,raw,0,0.9694656729698181,0.07960262149572372,0.844551282051282,0.9379300898531668,0.8167633890054401
mlp2,raw,1,0.9637404680252075,0.07993830740451813,0.8525641025641025,0.9382423843962306,0.8274647464025102
mlp2,raw,2,0.9618320465087891,0.09035253524780273,0.842948717948718,0.9446471619548542,0.8134881905133711
mlp2,raw,3,0.9656488299369812,0.08506735414266586,0.8701923076923077,0.9415187376725839,0.8503938173196743
mlp2,raw,4,0.9599236845970154,0.08346199244260788,0.8525641025641025,0.9415187376725838,0.82646336892253
mlp2,raw,5,0.9637404680252075,0.08832594007253647,0.8557692307692307,0.9429815910585141,0.8316950371613523
mlp2,raw,6,0.9541984796524048,0.08755997568368912,0.8669871794871795,0.9439349112426035,0.8458640239275033
mlp2,raw,7,0.9656488299369812,0.07930340617895126,0.8701923076923077,0.9393655489809336,0.8495781438328647
mlp2,raw,8,0.9580152630805969,0.09250874817371368,0.8830128205128205,0.9392559719482796,0.8665787970651553
mlp2,raw,9,0.9599236845970154,0.09604056924581528,0.8557692307692307,0.9302596975673899,0.8316950371613523
cnn_small,raw,0,0.9751908183097839,0.0695238709449768,0.8541666666666666,0.9358371685294763,0.8290951227220057
cnn_small,raw,1,0.9694656729698181,0.06633611023426056,0.8541666666666666,0.9340674994521149,0.8285998883170589
cnn_small,raw,2,0.9713740348815918,0.07615691423416138,0.8701923076923077,0.942022792022792,0.8495781438328647
cnn_small,raw,3,0.9713740348815918,0.06886578351259232,0.8541666666666666,0.9313390313390314,0.8290951227220057
cnn_small,raw,4,0.9732824563980103,0.07490132004022598,0.8541666666666666,0.9372287968441815,0.8285998883170589
cnn_small,raw,5,0.9751908183097839,0.07428167760372162,0.844551282051282,0.9332401928555775,0.8151111111111111
cnn_small,raw,6,0.9732824563980103,0.06915799528360367,0.8509615384615384,0.936730221345606,0.8253389715730388
cnn_small,raw,7,0.9694656729698181,0.07536964118480682,0.8461538461538461,0.9356563664255971,0.8172945539722818
cnn_small,raw,8,0.9770992398262024,0.06397373974323273,0.8493589743589743,0.9265340784571555,0.8221683240358961
cnn_small,raw,9,0.9732824563980103,0.07475750893354416,0.8573717948717948,0.9352509314047776,0.8333288316271867
cnn_large,raw,0,0.982824444770813,0.0654258280992508,0.8397435897435898,0.9350920447074293,0.8091019224415374
cnn_large,raw,1,0.9713740348815918,0.07365221530199051,0.842948717948718,0.9253889984659215,0.8129198839927068
cnn_large,raw,2,0.9713740348815918,0.07642194628715515,0.8621794871794872,0.9371904448827526,0.8405116561062305
cnn_large,raw,3,0.9770992398262024,0.07654334604740143,0.8653846153846154,0.9327525750602673,0.8446436192915066
cnn_large,raw,4,0.9637404680252075,0.0789613351225853,0.8605769230769231,0.938834100372562,0.8375345278032985
cnn_large,raw,5,0.9751908183097839,0.07698672264814377,0.8365384615384616,0.9360124917817225,0.8052839608903682
cnn_large,raw,6,0.9694656729698181,0.0803302526473999,0.8637820512820513,0.935261889108043,0.8430058576811397
cnn_large,raw,7,0.9732824563980103,0.0687258318066597,0.8621794871794872,0.9243754109138724,0.8413715637008572
cnn_large,raw,8,0.9713740348815918,0.07910417020320892,0.844551282051282,0.9297775586237125,0.8162203849388646
cnn_large,raw,9,0.9675572514533997,0.07717131823301315,0.8685897435897436,0.9407845715538024,0.8479297186129174
