head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
linear,digital_zz_4k,1,0.8205128312110901,0.48366668820381165,0.7628205128205128,0.8425229741019215,0.7318716031030799
linear,digital_zz_4k,2,0.8461538553237915,0.46911513805389404,0.7243589743589743,0.8260233918128655,0.6941873717802598
linear,digital_zz_4k,3,0.8333333134651184,0.45729705691337585,0.75,0.8147451963241437,0.7173781762437869
linear,digital_zz_4k,4,0.807692289352417,0.4799036979675293,0.7307692307692307,0.8293650793650793,0.6971153846153846
linear,digital_zz_4k,5,0.807692289352417,0.501269519329071,0.717948717948718,0.8220551378446115,0.6795518207282913
linear,digital_zz_4k,6,0.8205128312110901,0.4908422827720642,0.7243589743589743,0.8258145363408522,0.6913733609385784
linear,digital_zz_4k,7,0.8205128312110901,0.48336562514305115,0.7435897435897436,0.8389724310776941,0.7142333760762044
linear,digital_zz_4k,8,0.7435897588729858,0.4895540773868561,0.7435897435897436,0.8412698412698413,0.7115384615384616
linear,digital_zz_4k,9,0.7820512652397156,0.47779449820518494,0.7371794871794872,0.843358395989975,0.7028847493844939
mlp1,digital_zz_4k,0,0.8717948794364929,0.5605030655860901,0.8076923076923077,0.8391812865497076,0.7518557794273595
mlp1,digital_zz_4k,1,0.8589743375778198,0.47359147667884827,0.8012820512820513,0.8356307435254805,0.732743851892788
mlp1,digital_zz_4k,2,0.8589743375778198,0.47034043073654175,0.7948717948717948,0.8327067669172932,0.7165568930274813
mlp1,digital_zz_4k,3,0.8974359035491943,0.8140755891799927,0.8076923076923077,0.8431495405179615,0.7478448275862069
mlp1,digital_zz_4k,4,0.8717948794364929,0.6542980670928955,0.7756410256410257,0.8398078529657477,0.687052215280564
mlp1,digital_zz_4k,5,0.8717948794364929,0.5257499814033508,0.8141025641025641,0.8400167084377611,0.7542239365458794
mlp1,digital_zz_4k,6,0.807692289352417,0.4416416883468628,0.7692307692307693,0.8194444444444444,0.6974137931034483
mlp1,digital_zz_4k,7,0.8846153616905212,0.5355995893478394,0.8461538461538461,0.8556808688387637,0.8014846235418875
mlp1,digital_zz_4k,8,0.807692289352417,0.7309894561767578,0.8012820512820513,0.8289473684210527,0.732743851892788
mlp1,digital_zz_4k,9,0.8846153616905212,0.42658019065856934,0.8141025641025641,0.8544277360066834,0.740700406946753
mlp2,digital_zz_4k,0,0.9102563858032227,0.4027535617351532,0.8461538461538461,0.8709273182957393,0.787417669770611
mlp2,digital_zz_4k,1,0.8846153616905212,0.37714752554893494,0.8333333333333334,0.8644527986633249,0.7605667060212515
mlp2,digital_zz_4k,2,0.9102563858032227,0.3854004442691803,0.8397435897435898,0.8579782790309106,0.7624124276576303
mlp2,digital_zz_4k,3,0.8846153616905212,0.3745841383934021,0.8333333333333334,0.8617376775271512,0.7652777777777777
mlp2,digital_zz_4k,4,0.8589743375778198,0.38037434220314026,0.8012820512820513,0.8385547201336675,0.7173747881479751
mlp2,digital_zz_4k,5,0.8846153616905212,0.4115734100341797,0.8525641025641025,0.8713450292397661,0.794348598612942
mlp2,digital_zz_4k,6,0.8846153616905212,0.3839152753353119,0.8333333333333334,0.8667502088554722,0.7652777777777777
mlp2,digital_zz_4k,7,0.8589743375778198,0.4055621922016144,0.8333333333333334,0.8439849624060151,0.7652777777777777
mlp2,digital_zz_4k,8,0.9102563858032227,0.3751295208930969,0.8141025641025641,0.858187134502924,0.7301842905707641
mlp2,digital_zz_4k,9,0.8717948794364929,0.3902380168437958,0.8333333333333334,0.8492063492063492,0.7555448408871746
cnn_small,digital_zz_4k,0,0.9230769276618958,0.2896496653556824,0.8717948717948718,0.8686299081035923,0.8228480581421758
cnn_small,digital_zz_4k,1,0.9230769276618958,0.2682252824306488,0.8397435897435898,0.9043441938178779,0.7764658680575457
cnn_small,digital_zz_4k,2,0.9230769276618958,0.28937453031539917,0.8076923076923077,0.9039264828738514,0.7179363548698168
cnn_small,digital_zz_4k,3,0.8846153616905212,0.27445748448371887,0.8589743589743589,0.9145781119465329,0.8051328639563934
cnn_small,digital_zz_4k,4,0.9102563858032227,0.2796100378036499,0.8653846153846154,0.8819966583124478,0.8046162104133119
cnn_small,digital_zz_4k,5,0.8974359035491943,0.2683248817920685,0.8589743589743589,0.9118629908103593,0.7837701612903225
cnn_small,digital_zz_4k,6,0.8974359035491943,0.28030577301979065,0.8525641025641025,0.904344193817878,0.7860082304526749
cnn_small,digital_zz_4k,7,0.8846153616905212,0.25489509105682373,0.8589743589743589,0.8905597326649958,0.8013888888888889
cnn_small,digital_zz_4k,8,0.9358974099159241,0.26235905289649963,0.8653846153846154,0.8884711779448622,0.8156962025316455
cnn_small,digital_zz_4k,9,0.9487179517745972,0.2440309226512909,0.8525641025641025,0.9026733500417712,0.8050741565708698
cnn_large,digital_zz_4k,0,0.9230769276618958,0.3054894804954529,0.8846153846153846,0.9214703425229741,0.8434433541480821
cnn_large,digital_zz_4k,1,0.8974359035491943,0.2907337248325348,0.8525641025641025,0.9120718462823726,0.7765182186234818
cnn_large,digital_zz_4k,2,0.8846153616905212,0.25249525904655457,0.8717948717948718,0.9070593149540518,0.8260481712756467
