head,source,in_channels,param_count,n_trials,best_val_acc,best_lr,best_wd,best_dropout,test_acc_mean,test_acc_std,test_auc_mean,test_auc_std,test_f1_mean,test_f1_std
cnn_large,analog_z_1k,9,20098,30,0.9358974099159241,0.002402564824166237,7.435350671598628e-08,0.6525156561056952,0.8506410256410255,0.014631682321170932,0.8686716791979949,0.020540763129775715,0.7941620245815046,0.03197330615652716
cnn_large,analog_zz_1k,45,29314,30,0.9102563858032227,0.0008518213474283769,5.236664752942289e-06,0.5074908015236104,0.851923076923077,0.013882312710069067,0.893796992481203,0.009388860743488124,0.7971962656318363,0.022913837495727687
cnn_large,analog_zz_4k,180,63874,30,0.9102563858032227,0.0003028525153605888,3.7665768415992944e-05,0.4219343632501507,0.8544871794871796,0.011837298277320106,0.8867585630743526,0.008066148669084044,0.7945247973557943,0.021865314482012795
cnn_large,digital_z_1k,9,20098,30,0.9487179517745972,0.001384030586840192,8.700463748914107e-07,0.6957318046376507,0.8615384615384615,0.012884455924513968,0.8785296574770258,0.007911295308306567,0.805339541831605,0.02108979544289781
cnn_large,digital_zz_1k,45,29314,30,0.9487179517745972,0.0003028525153605888,3.7665768415992944e-05,0.4219343632501507,0.8564102564102564,0.018842228790639827,0.8907059314954052,0.013637494685045753,0.7993103237684258,0.03047038912401352
cnn_large,digital_zz_4k,180,63874,30,0.9358974099159241,0.0012595683215364752,0.00022390342721683693,0.6850328395629348,0.8673076923076923,0.023993547784888332,0.9126357560568085,0.007074653492801137,0.8145359563036525,0.044798171562394226
cnn_large,poly2_45,45,29314,30,0.9102563858032227,0.0014351754393372145,2.029536243043472e-06,0.5463704234005188,0.8705128205128204,0.020830867704194785,0.8937552213868003,0.016323107398770263,0.824320170453656,0.034935628720141006
cnn_large,random_180,180,63874,30,0.9358974099159241,0.00010836702671749564,9.091283280651455e-05,0.3702264438270331,0.8403846153846153,0.012643001873920512,0.8883667502088555,0.011962970884354749,0.7800853358509492,0.016040854892794245
cnn_large,random_45,45,29314,30,0.9358974099159241,0.0002955448301280476,1.3130280280658579e-06,0.45212587914665925,0.8532051282051283,0.010115213998756093,0.8879908103592316,0.011571441358183493,0.7997397848157929,0.015016932058978933
cnn_large,random_9,9,20098,30,0.9230769276618958,0.0003028525153605888,3.7665768415992944e-05,0.4219343632501507,0.860897435897436,0.01183729827732012,0.8885129490392648,0.011219174754344583,0.8098017387439566,0.018205519471097473
cnn_large,raw,1,35330,30,0.8717948794364929,0.0014351754393372145,2.029536243043472e-06,0.5463704234005188,0.825,0.023474145414872503,0.8590225563909775,0.018655833099215445,0.7579659056380983,0.04137484750270262
cnn_large,rff_180,180,63874,30,0.9358974099159241,0.0003028525153605888,3.7665768415992944e-05,0.4219343632501507,0.864102564102564,0.011028622137234146,0.9015037593984963,0.012896449113258957,0.8141445392783208,0.014807667132318788
cnn_large,rff_45,45,29314,30,0.9487179517745972,0.00033588668750123967,5.236664752942289e-06,0.5881604802103688,0.8615384615384615,0.007138159439525689,0.9044903926482876,0.007088820553581305,0.8103102766346314,0.009808852883983256
cnn_small,analog_z_1k,9,1954,30,0.9230769276618958,0.00476943567455153,9.82942922094429e-07,0.43082668380724176,0.8256410256410256,0.019400956346694285,0.8497284878863827,0.025001186452389416,0.7475136101307077,0.0365721402373065
cnn_small,analog_zz_1k,45,4258,30,0.9102563858032227,0.003545137393575341,4.066695065393837e-06,0.2902633579933665,0.8384615384615385,0.020632662742860346,0.8720133667502088,0.02115321379809543,0.7771617081638509,0.029614332097915176
cnn_small,analog_zz_4k,180,12898,30,0.9102563858032227,0.0003412991695226882,0.0004246031301768212,0.04972524073852086,0.8371794871794871,0.014673747618281524,0.8740392648287385,0.009260308711619388,0.7665850360080662,0.027581555528063274
cnn_small,digital_z_1k,9,1954,30,0.9230769276618958,0.0027848110572455355,0.0008941158023451672,0.4279193081095564,0.8525641025641025,0.009065471553673677,0.8612155388471179,0.019409461651521614,0.7911655594815914,0.020976970431266534
cnn_small,digital_zz_1k,45,4258,30,0.9230769276618958,0.0014351754393372145,2.029536243043472e-06,0.5463704234005188,0.8551282051282051,0.01817621394712542,0.8766917293233083,0.014007088075006105,0.7963127675695341,0.030173230265076508
cnn_small,digital_zz_4k,180,12898,30,0.9358974099159241,0.000791559002420185,4.468886403374584e-08,0.6321820888512539,0.8532051282051281,0.0173076923076923,0.8971386800334169,0.013645233051446591,0.7918936995173645,0.028167516265738095
cnn_small,poly2_45,45,4258,30,0.9487179517745972,0.003545137393575341,4.066695065393837e-06,0.2902633579933665,0.8403846153846153,0.018456641088317915,0.8661027568922306,0.010826875088533488,0.7821853686047394,0.032705151106367035
cnn_small,random_180,180,12898,30,0.9102563858032227,0.0014351754393372145,2.029536243043472e-06,0.5463704234005188,0.8557692307692308,0.01382298631592809,0.8926691729323307,0.01230031069935539,0.7986345249845007,0.020564783172142973
cnn_small,random_45,45,4258,30,0.9358974099159241,0.004975662796284945,0.0007791315624517419,0.39336410435351493,0.8544871794871793,0.013152746492745632,0.8852548036758563,0.009862402190451633,0.800412367674725,0.0275585616695695
cnn_small,random_9,9,1954,30,0.9102563858032227,0.0023804408486983245,0.0008726338609340114,0.014612616077288944,0.8365384615384615,0.02032162497967609,0.859920634920635,0.022084636752713094,0.77004541260609,0.03178654189360235
cnn_small,raw,1,5762,30,0.8717948794364929,0.0012595683215364752,0.00022390342721683693,0.6850328395629348,0.839102564102564,0.013583089807959681,0.8691938178780283,0.0055297814194794495,0.7671587529407318,0.02691207958681616
cnn_small,rff_180,180,12898,30,0.9230769276618958,0.0012595683215364752,0.00022390342721683693,0.6850328395629348,0.8525641025641025,0.014333769086537107,0.8910401002506265,0.016697743549188085,0.793592509196966,0.018830416701293207
cnn_small,rff_45,45,4258,30,0.9358974099159241,0.0010668589380373225,5.838012158497714e-07,0.3155882060005143,0.8525641025641025,0.013446267284232722,0.8842314118629908,0.01191686570492452,0.7977879367773901,0.02077479173400178
linear,analog_z_1k,9,1460,30,0.8333333134651184,0.003545137393575341,4.066695065393837e-06,0.2902633579933665,0.7737179487179486,0.014058789871449548,0.812781954887218,0.01499582289055975,0.715044138078121,0.017403419968208475
linear,analog_zz_1k,45,7292,30,0.8333333134651184,0.004814577203223904,1.1597651184764108e-07,0.2343812311079625,0.7141025641025641,0.02367459655464025,0.7987573099415206,0.023328251695752623,0.67947945970774,0.022320324316147847
linear,analog_zz_4k,180,29162,30,0.8333333134651184,0.0019532942153506747,2.8096433529510078e-05,0.014913790839538199,0.7166666666666667,0.03646528885468688,0.8098475355054301,0.03158397669668359,0.6901850232486796,0.03786496001985759
linear,digital_z_1k,9,1460,30,0.8589743375778198,0.003545137393575341,4.066695065393837e-06,0.2902633579933665,0.7871794871794873,0.019611613513818408,0.8081662489557226,0.012665409807347136,0.7296299635910303,0.026928025490441303
linear,digital_zz_1k,45,7292,30,0.8589743375778198,0.0007325909022815386,2.173308726811102e-07,0.14081469066128255,0.7557692307692307,0.011627152017446808,0.8340643274853802,0.012457051521337336,0.7219037527646378,0.014026021219734178
linear,digital_zz_4k,180,29162,30,0.8461538553237915,0.00010836702671749564,9.091283280651455e-05,0.3702264438270331,0.7397435897435898,0.014951158704731533,0.8326649958228906,0.009788528138880969,0.7069288262458374,0.016019889170703974
