rank,trial,value,dataset.batch_size,model.activation,model.dropout,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
153,68,0.858974,16,gelu,0.00827106,9.19322,0.000606268,50,True,0.00016242,33.8
154,79,0.858974,16,gelu,0.627835,0.378473,0.000137438,30,False,2.05771e-05,51.7
155,98,0.858974,16,gelu,0.443765,0.129059,0.00208725,35,True,0.00058723,52.8
156,100,0.858974,16,gelu,0.555615,8.34993,0.00311691,20,False,0.000355139,48.2
157,103,0.858974,16,gelu,0.173724,1.5402,0.00215315,50,True,0.000156857,30.9
158,160,0.858974,16,gelu,0.592635,0.288378,0.00469633,35,True,3.28995e-05,51.8
159,197,0.858974,16,gelu,0.388355,2.26326,0.000503348,10,True,4.55296e-06,12.7
160,27,0.846154,16,gelu,0.692989,4.12046,2.97388e-05,55,False,2.63671e-05,52.3
161,89,0.846154,16,relu,0.518197,4.56096,0.00189303,25,False,0.000169867,36.9
162,93,0.846154,16,relu,0.620247,1.05981,0.00125458,50,True,0.00010739,53.4
163,157,0.846154,16,gelu,0.63114,4.85916,0.000117488,50,False,2.39076e-05,52.4
164,199,0.846154,32,gelu,0.685585,3.83841,0.00194024,30,False,3.86964e-06,32.9
165,15,0.833333,64,gelu,0.568944,1.5556,0.00490449,35,False,1.8036e-05,37.2
166,20,0.833333,16,gelu,0.488518,5.6992,1.49009e-05,30,False,0.000940096,52.1
167,28,0.833333,16,gelu,0.527465,6.25328,0.00173816,30,False,0.00078926,52.5
168,32,0.833333,16,gelu,0.601007,6.26914,0.00181769,25,False,0.000425174,24.0
169,33,0.833333,16,gelu,0.664282,4.73493,0.00025705,15,False,2.79175e-05,52.4
170,63,0.833333,16,gelu,0.574255,3.97209,1.81812e-05,40,False,0.000654471,52.5
171,71,0.833333,16,gelu,0.680251,4.99143,0.000414299,30,False,0.000224811,52.9
172,81,0.833333,16,gelu,0.470633,4.26391,0.00179034,20,True,0.00030703,30.8
173,125,0.833333,16,gelu,0.639627,2.25193,5.76266e-05,30,True,1.17902e-05,53.0
174,8,0.807692,64,gelu,0.220049,0.254191,9.52881e-06,20,False,1.37311e-06,38.6
175,82,0.807692,16,gelu,0.431475,4.92852,0.00271959,15,True,0.000181244,21.2
176,138,0.807692,32,gelu,0.622262,3.45032,2.0033e-05,95,True,2.65525e-05,43.7
177,140,0.807692,16,gelu,0.444031,0.619259,7.6272e-06,75,False,2.97636e-06,51.9
178,73,0.782051,16,gelu,0.601021,5.54194,5.36126e-06,15,False,6.38579e-05,52.5
179,4,0.743590,64,relu,0.41853,9.69585,1.30523e-05,80,True,8.39986e-08,38.0
180,5,0.743590,16,relu,0.098647,8.28738,1.64082e-06,40,False,2.27376e-07,50.9
181,35,0.743590,16,relu,0.521221,6.64391,3.22786e-06,15,False,1.08538e-05,52.1
182,72,0.743590,16,gelu,0.628929,5.39088,0.00491462,20,False,0.00048473,29.7
183,76,0.743590,16,gelu,0.662561,3.24915,0.000326243,35,False,3.44614e-05,53.3
184,0,0.730769,64,relu,0.0406585,7.31994,1.36299e-06,65,True,0.000566985,40.9
185,2,0.730769,32,relu,0.425281,1.99674,3.9731e-06,55,True,8.43101e-05,44.6
186,3,0.730769,16,relu,0.024072,6.84233,5.44484e-07,50,False,3.07865e-08,53.6
187,77,0.730769,16,relu,0.576969,6.35763,9.22256e-07,100,False,5.96129e-08,52.1
188,85,0.730769,16,relu,0.45521,3.06498,0.00342643,10,True,0.000763774,19.1
189,97,0.730769,16,gelu,0.658357,0.775187,0.00396945,30,False,0.000433938,51.7
190,166,0.730769,16,gelu,0.662396,1.77937,0.000272954,30,False,0.000469279,52.6
191,1,0.717949,64,gelu,0.302362,1.81825,0.00055471,25,False,1.15264e-07,17.7
192,105,0.717949,64,gelu,0.535398,4.29243,2.52068e-06,45,True,0.000484756,39.5
193,108,0.692308,16,relu,0.498857,6.52667,3.49298e-07,70,True,1.38186e-06,52.9
194,7,0.679487,32,gelu,0.083716,7.29606,5.91942e-07,70,True,4.22587e-07,43.5
195,189,0.653846,16,gelu,0.663028,0.497337,0.000960266,45,False,4.81537e-05,53.3
196,9,0.589744,32,relu,0.443383,2.89751,2.01332e-07,25,True,2.42605e-08,44.3
197,44,0.576923,16,relu,0.535771,7.15614,1.02829e-07,85,True,0.000210098,51.9
198,149,0.538462,16,gelu,0.598142,1.32182,6.6059e-08,50,True,2.98214e-05,52.5
199,6,0.512821,16,gelu,0.250926,7.06857,1.07515e-08,75,True,0.000119483,52.4
200,59,0.512821,16,gelu,0.644314,1.33787,2.28019e-08,85,True,2.45163e-06,52.8
