rank,trial,value,dataset.batch_size,model.activation,model.dropout,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
162,79,0.961832,32,relu,0.605231,6.00544,0.000740612,85,False,1.87724e-06,130.1
163,100,0.961832,64,gelu,0.699062,8.12479,0.000316444,35,False,7.62987e-07,98.4
164,4,0.959924,64,relu,0.41853,9.69585,1.30523e-05,80,True,8.39986e-08,104.5
165,54,0.959924,32,gelu,0.23069,8.46362,2.15294e-05,75,False,2.69527e-07,122.9
166,35,0.958015,64,relu,0.433195,0.730435,3.22786e-06,55,False,2.79911e-08,95.1
167,53,0.958015,32,gelu,0.137814,7.08816,0.000436438,65,False,4.96092e-07,93.8
168,110,0.958015,16,gelu,0.329675,5.1153,0.00183073,80,False,6.37252e-08,182.8
169,127,0.958015,32,gelu,0.622555,1.93362,5.73648e-06,50,False,4.16024e-06,140.2
170,178,0.958015,32,gelu,0.64881,0.0110516,0.00470116,75,True,2.69257e-05,145.8
171,2,0.956107,32,relu,0.425281,1.99674,3.9731e-06,55,True,8.43101e-05,117.0
172,43,0.956107,64,gelu,0.389023,6.6777,0.00215596,70,False,3.21925e-06,98.9
173,45,0.954198,64,gelu,0.270041,4.57641,5.85294e-05,75,False,3.61567e-07,97.4
174,48,0.954198,32,relu,0.192493,8.91497,4.07171e-06,80,True,1.41877e-06,120.8
175,3,0.952290,16,relu,0.024072,6.84233,5.44484e-07,50,False,3.07865e-08,162.9
176,38,0.952290,64,relu,0.493257,1.48805,0.000104316,45,False,5.85815e-06,97.1
177,44,0.952290,64,gelu,0.344965,7.9364,0.000225829,85,False,1.11069e-05,96.0
178,98,0.952290,32,gelu,0.434993,5.6704,0.000245546,65,False,5.39468e-06,124.0
179,113,0.952290,32,gelu,0.407597,8.83902,1.9275e-06,90,False,1.9201e-08,146.3
180,13,0.948473,64,gelu,0.31958,1.94579,0.00388023,30,False,1.17832e-05,51.4
181,66,0.948473,64,gelu,0.422065,8.37023,0.00158373,10,False,4.78524e-06,27.2
182,77,0.948473,64,gelu,0.648212,8.62204,5.8992e-05,100,False,6.11664e-08,111.8
183,18,0.946565,32,gelu,0.527872,3.01871,2.95417e-05,35,False,1.09663e-07,126.4
184,56,0.940840,32,relu,0.363347,7.98539,1.00727e-06,90,False,5.66333e-07,121.6
185,93,0.940840,64,gelu,0.635479,9.88588,4.34062e-06,95,True,6.56977e-08,98.4
186,49,0.931298,32,relu,0.088933,7.66299,5.62966e-07,70,False,3.71683e-06,119.0
187,0,0.923664,64,relu,0.0406585,7.31994,1.36299e-06,65,True,0.000566985,103.6
188,75,0.923664,64,gelu,0.627164,8.83591,0.000291681,100,False,1.80679e-08,113.4
189,30,0.921756,64,gelu,0.486206,3.59811,0.000158181,15,False,4.27201e-06,48.5
