head,source,seed,val_acc,val_loss,test_acc,test_auc,test_f1
linear,rff_45,1,0.8717948794364929,0.41152215003967285,0.8141025641025641,0.8185045948203843,0.7116083381143622
linear,rff_45,2,0.8461538553237915,0.4117136597633362,0.8205128205128205,0.8191311612364245,0.7309682187730968
linear,rff_45,3,0.8717948794364929,0.4136756956577301,0.8141025641025641,0.8185045948203843,0.7116083381143622
linear,rff_45,4,0.8589743375778198,0.4104800522327423,0.8269230769230769,0.8220551378446115,0.7376518218623482
linear,rff_45,5,0.8589743375778198,0.4108079671859741,0.8269230769230769,0.820593149540518,0.7376518218623482
linear,rff_45,6,0.8461538553237915,0.4120059907436371,0.8269230769230769,0.818922305764411,0.7376518218623482
linear,rff_45,7,0.8717948794364929,0.4135497510433197,0.8205128205128205,0.8193400167084377,0.7247983870967742
linear,rff_45,8,0.8846153616905212,0.41240394115448,0.8141025641025641,0.8168337510442774,0.7116083381143622
linear,rff_45,9,0.8717948794364929,0.4116041660308838,0.8205128205128205,0.818295739348371,0.7247983870967742
mlp1,rff_45,0,0.8846153616905212,0.3976384699344635,0.8205128205128205,0.8358395989974937,0.7646551724137931
mlp1,rff_45,1,0.8717948794364929,0.3939399719238281,0.8076923076923077,0.8308270676691729,0.7291666666666667
mlp1,rff_45,2,0.8589743375778198,0.38873568177223206,0.8269230769230769,0.8444026733500418,0.7630379746835443
mlp1,rff_45,3,0.8717948794364929,0.3996065855026245,0.8205128205128205,0.8406432748538012,0.751987281399046
mlp1,rff_45,4,0.8333333134651184,0.40103161334991455,0.8205128205128205,0.8366750208855472,0.7421487603305785
mlp1,rff_45,5,0.8461538553237915,0.39205873012542725,0.8141025641025641,0.8347953216374269,0.7182186234817813
mlp1,rff_45,6,0.8589743375778198,0.40243086218833923,0.8076923076923077,0.8331244778613199,0.7518557794273595
mlp1,rff_45,7,0.7307692170143127,0.578239381313324,0.7307692307692307,0.6986215538847118,0.4222222222222222
mlp1,rff_45,8,0.8589743375778198,0.3953419327735901,0.8269230769230769,0.8431495405179615,0.7711740098875428
mlp1,rff_45,9,0.8461538553237915,0.39839285612106323,0.8012820512820513,0.835421888053467,0.711576310610127
mlp2,rff_45,0,0.8589743375778198,0.3655396103858948,0.8205128205128205,0.8341687552213868,0.7367405978784957
mlp2,rff_45,1,0.8589743375778198,0.36208224296569824,0.8269230769230769,0.8331244778613199,0.7434054218702406
mlp2,rff_45,2,0.8461538553237915,0.37682101130485535,0.8333333333333334,0.8360484544695072,0.7501847745750185
mlp2,rff_45,3,0.8589743375778198,0.39784833788871765,0.8205128205128205,0.841060985797828,0.751987281399046
mlp2,rff_45,4,0.8717948794364929,0.3865715563297272,0.8269230769230769,0.841687552213868,0.753842557419204
mlp2,rff_45,5,0.8589743375778198,0.3821887969970703,0.8269230769230769,0.8358395989974937,0.748792270531401
mlp2,rff_45,6,0.8589743375778198,0.3708253502845764,0.8269230769230769,0.8352130325814536,0.7434054218702406
mlp2,rff_45,7,0.8717948794364929,0.3827413022518158,0.8269230769230769,0.8395989974937343,0.753842557419204
mlp2,rff_45,8,0.8333333134651184,0.40897491574287415,0.8461538461538461,0.8341687552213868,0.7743490838958534
mlp2,rff_45,9,0.8717948794364929,0.3739962875843048,0.8205128205128205,0.8358395989974937,0.7367405978784957
cnn_small,rff_45,0,0.9358974099159241,0.27536892890930176,0.8653846153846154,0.8936925647451963,0.8220242299125333
cnn_small,rff_45,1,0.9102563858032227,0.32555750012397766,0.8269230769230769,0.87531328320802,0.7376518218623482
