rank,trial,value,dataset.batch_size,model.activation,model.dropout,model.kernel_topology_names,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
99,124,0.969466,16,gelu,0.459266,['vertical'],1.87857,5.18866e-05,81,True,4.04202e-05,149.0
100,169,0.969466,64,gelu,0.398171,['vertical'],3.55622,0.00015153,71,True,5.06879e-05,80.5
101,186,0.969466,16,gelu,0.456236,['vertical'],2.36795,5.98823e-05,66,True,3.54788e-05,157.6
102,196,0.969466,16,relu,0.437396,['vertical'],3.29923,0.000122716,86,True,2.18685e-05,152.1
103,0,0.967557,16,gelu,0.127277,['horizontal'],0.205845,2.66524e-05,96,True,3.47027e-05,207.3
104,24,0.967557,16,gelu,0.61836,['kings'],1.79051,0.000748966,31,True,3.6673e-05,71.3
105,37,0.967557,64,gelu,0.653209,['horizontal'],4.92376,0.000131482,76,False,1.69053e-05,72.5
106,41,0.967557,32,gelu,0.488239,['star'],9.05809,0.000446683,21,True,0.000335402,42.4
107,42,0.967557,32,gelu,0.271007,['chain'],7.15329,1.4934e-05,11,True,0.00018131,95.4
108,49,0.967557,16,gelu,0.577324,['grid'],0.705036,0.000412075,56,True,0.000107359,119.1
109,53,0.967557,16,gelu,0.193217,['grid'],2.25348,0.000275561,36,True,0.000157536,69.4
110,62,0.967557,16,gelu,0.344617,['grid'],5.19241,0.000476582,51,True,0.000118439,94.4
111,71,0.967557,16,gelu,0.431647,['vertical'],4.81778,5.49298e-05,71,True,0.000129109,149.9
112,88,0.967557,16,gelu,0.386483,['vertical'],3.3165,3.12279e-05,91,True,7.24294e-06,150.5
113,93,0.967557,16,gelu,0.405231,['vertical'],1.30711,0.00023471,91,True,5.54883e-06,151.1
114,94,0.967557,16,gelu,0.0800033,['vertical'],2.35598,0.000143887,86,True,1.75653e-05,142.2
115,104,0.967557,16,gelu,0.453191,['vertical'],2.33188,4.47089e-05,81,True,1.31282e-05,154.4
116,127,0.967557,16,gelu,0.445374,['vertical'],3.18694,0.000243046,91,True,4.56953e-06,147.9
117,149,0.967557,16,gelu,0.462421,['ring'],1.21412,0.000162738,86,True,0.00014137,149.8
118,154,0.967557,16,gelu,0.428408,['vertical'],2.23567,4.90946e-05,86,True,5.75995e-06,153.2
119,155,0.967557,16,gelu,0.543837,['vertical'],3.47513,0.000304533,91,True,1.44157e-05,152.6
120,158,0.967557,16,gelu,0.451102,['vertical'],1.04856,0.000567085,81,True,6.82002e-06,151.8
121,167,0.967557,16,gelu,0.473954,['kings'],2.01825,0.000109885,86,True,5.06862e-08,153.6
122,168,0.967557,16,gelu,0.440819,['vertical'],1.40286,5.80041e-05,81,True,1.50113e-05,165.4
123,174,0.967557,16,gelu,0.461779,['vertical'],2.33528,4.3973e-05,66,True,8.38216e-05,152.1
124,178,0.967557,32,gelu,0.35091,['vertical'],2.5565,0.000118665,66,True,0.000115339,106.1
125,190,0.967557,16,gelu,0.447256,['vertical'],1.35957,0.000123357,71,False,3.12956e-05,144.1
126,193,0.967557,16,gelu,0.499198,['vertical'],2.04697,5.00093e-05,71,True,4.05773e-05,145.5
127,11,0.965649,16,gelu,0.180119,['kings'],0.13147,0.00078523,96,True,3.06041e-05,228.9
128,30,0.965649,16,gelu,0.39358,['grid'],3.87612,2.42905e-05,91,True,5.21347e-05,138.5
129,32,0.965649,16,gelu,0.628149,['chain'],4.58983,0.000779438,71,True,0.000547411,142.2
130,44,0.965649,16,gelu,0.363973,['vertical'],7.56221,0.00113514,26,True,5.34911e-06,71.5
131,46,0.965649,32,gelu,0.453732,['horizontal'],2.49582,0.00212776,91,True,0.000505147,96.0
132,48,0.965649,64,gelu,0.503542,['kings'],9.22775,0.000753997,36,True,4.35189e-07,41.0
133,51,0.965649,16,gelu,0.319903,['grid'],4.26607,0.000192878,46,True,0.000541814,99.1
134,58,0.965649,64,gelu,0.592429,['grid'],7.29247,0.000638724,46,True,0.000679993,69.8
135,75,0.965649,16,gelu,0.509054,['vertical'],3.85441,3.93553e-05,66,True,7.56793e-05,141.9
136,76,0.965649,32,gelu,0.46598,['vertical'],5.44918,2.29606e-05,71,True,8.75669e-05,102.6
137,78,0.965649,64,gelu,0.437218,['vertical'],3.85331,0.000220131,81,True,1.2755e-05,76.3
138,89,0.965649,16,gelu,0.421148,['vertical'],2.59491,4.51668e-05,86,True,1.46488e-05,154.0
139,109,0.965649,16,gelu,0.49985,['vertical'],4.39156,0.000247291,86,True,3.64617e-05,145.8
140,113,0.965649,16,gelu,0.3941,['vertical'],3.61943,3.68961e-05,76,True,1.88611e-05,146.5
141,123,0.965649,16,gelu,0.398215,['ring'],3.73532,0.000195021,76,True,2.19777e-05,143.5
142,129,0.965649,16,gelu,0.37946,['chain'],3.95108,0.00040165,86,True,5.16724e-05,141.6
143,130,0.965649,16,gelu,0.429299,['vertical'],4.24936,3.01263e-05,86,True,0.000102051,147.5
144,138,0.965649,16,gelu,0.484409,['vertical'],3.36013,0.000189295,61,False,7.46932e-05,148.7
145,150,0.965649,16,gelu,0.439527,['cross'],2.97984,3.708e-05,71,True,2.10344e-05,148.0
146,164,0.965649,16,gelu,0.428943,['vertical'],4.64566,0.000213953,81,True,1.93606e-05,146.1
147,184,0.965649,16,gelu,0.366791,['vertical'],2.9811,0.000199031,66,True,6.84906e-05,138.3
148,1,0.963740,32,relu,0.675942,['chain'],6.07545,2.37768e-05,16,False,1.70707e-08,132.0
149,18,0.963740,16,relu,0.57313,['ring'],1.25028,0.00316834,61,False,7.60359e-06,490.2
150,27,0.963740,16,gelu,0.230601,['grid'],6.70648,7.85351e-05,81,True,0.000262502,143.4
151,29,0.963740,32,gelu,0.159511,['grid'],7.99245,6.50269e-05,46,True,2.30665e-05,79.2
152,47,0.963740,16,gelu,0.540389,['cross'],4.13617,4.13516e-05,6,True,1.39447e-06,92.8
153,63,0.963740,16,gelu,0.554306,['grid'],6.45974,0.00165609,81,True,0.000627193,145.2
154,85,0.963740,16,gelu,0.446705,['vertical'],2.60892,1.95329e-05,96,True,4.47257e-05,148.1
155,96,0.963740,16,gelu,0.42932,['vertical'],3.43968,2.94062e-05,81,True,2.79534e-05,145.5
156,117,0.963740,16,gelu,0.512677,['cross'],3.26176,0.000157404,81,True,2.89073e-05,146.4
157,119,0.963740,64,relu,0.497004,['vertical'],2.018,7.91477e-05,61,True,1.17204e-05,78.7
158,139,0.963740,16,relu,0.44099,['vertical'],1.87829,6.10355e-05,71,True,4.08234e-05,140.3
159,147,0.963740,16,gelu,0.491833,['horizontal'],1.03715,6.85271e-05,71,True,2.51916e-05,161.3
160,166,0.963740,16,relu,0.489051,['vertical'],2.81691,8.4948e-05,76,False,2.72922e-05,149.4
161,180,0.963740,16,gelu,0.479276,['horizontal'],1.80435,9.08057e-05,61,True,5.60694e-05,129.2
162,188,0.963740,16,gelu,0.414181,['ring'],2.71018,3.84446e-05,76,True,2.65465e-05,156.3
163,22,0.961832,16,gelu,0.325797,['grid'],5.42041,5.22892e-05,31,True,0.000819319,421.7
164,35,0.961832,32,gelu,0.525919,['vertical'],5.73248,0.00159369,56,True,0.000766874,67.9
165,52,0.961832,16,gelu,0.247785,['grid'],3.5688,0.000201637,51,True,2.41803e-06,93.4
166,100,0.961832,64,gelu,0.412512,['ring'],2.74633,0.000331255,81,True,3.883e-05,74.2
167,140,0.961832,64,gelu,0.470868,['vertical'],4.47278,9.59683e-05,66,True,0.000194607,77.7
168,185,0.961832,16,gelu,0.424034,['cross'],1.54148,2.71633e-05,71,True,2.1109e-05,157.9
169,23,0.959924,16,gelu,0.377827,['grid'],6.88343,0.00398812,56,True,0.00015466,14279.1
170,43,0.959924,32,gelu,0.696011,['kings'],6.12002,0.000178435,66,True,1.1128e-08,96.2
171,68,0.959924,16,relu,0.391347,['vertical'],5.66815,0.00270199,76,False,0.000251852,123.8
172,98,0.959924,16,gelu,0.462515,['horizontal'],3.75312,7.65312e-05,96,False,6.32473e-05,147.2
173,118,0.959924,16,gelu,0.458205,['horizontal'],2.96521,2.013e-05,86,False,4.68706e-05,154.6
174,9,0.958015,16,gelu,0.237321,['vertical'],0.931028,1.04343e-05,86,True,1.61905e-07,237.9
175,10,0.958015,16,relu,0.0109164,['star'],2.49625,0.00206066,61,True,9.94434e-05,140.7
176,36,0.958015,16,relu,0.421967,['ring'],0.776919,3.4106e-05,41,True,3.84672e-08,155.3
177,50,0.958015,16,relu,0.282162,['ring'],3.0023,0.00313527,66,False,0.000374206,137.5
178,34,0.956107,16,relu,0.467581,['cross'],3.17941,0.00457549,86,False,3.56446e-06,139.5
179,59,0.956107,32,gelu,0.630589,['chain'],5.34244,0.00478825,41,True,0.000249986,87.6
180,86,0.956107,16,relu,0.367538,['vertical'],2.05734,8.27784e-06,86,True,2.14828e-05,144.7
181,105,0.956107,16,gelu,0.374339,['vertical'],4.06359,1.13489e-05,71,True,4.99851e-05,144.6
182,12,0.954198,16,gelu,0.0504042,['horizontal'],1.92853,0.000158319,66,True,9.07618e-07,180.5
183,54,0.954198,16,gelu,0.304411,['grid'],4.33122,0.00108126,26,True,0.000352441,48.6
184,60,0.952290,16,gelu,0.484656,['grid'],5.87355,1.53991e-05,56,True,6.35495e-05,143.0
185,2,0.946565,64,relu,0.41853,['cross'],9.69585,1.30523e-05,76,True,8.39986e-08,110.2
186,39,0.946565,32,gelu,0.33321,['star'],8.50359,5.06663e-06,1,True,0.000151824,47.0
187,125,0.944656,16,gelu,0.419071,['vertical'],2.85823,4.34505e-06,76,True,6.04225e-05,145.5
188,26,0.940840,16,relu,0.484363,['grid'],4.84819,3.16748e-06,41,False,0.00049546,142.6
189,157,0.919847,16,gelu,0.557272,['vertical'],2.65911,1.60508e-06,76,True,3.34066e-05,154.5
190,20,0.914122,16,gelu,0.514074,['star'],3.608,1.5973e-06,51,True,1.15365e-05,536.0
191,17,0.902672,16,gelu,0.567497,['kings'],3.34136,9.44121e-07,36,True,9.57965e-07,514.1
192,99,0.902672,16,relu,0.443797,['cross'],1.457,7.12853e-07,71,True,7.70192e-06,140.3
193,6,0.822519,64,gelu,0.660037,['horizontal'],4.17411,1.09552e-08,21,False,3.57879e-06,122.9
194,116,0.786260,16,gelu,0.418186,['vertical'],2.66385,4.80429e-08,76,True,2.70745e-06,145.1
195,199,0.751908,16,gelu,0.481583,['chain'],2.28141,2.28759e-07,76,True,7.52342e-05,156.6
196,5,0.750000,32,relu,0.443383,['ring'],2.89751,2.01332e-07,16,True,2.42605e-08,155.4
197,40,0.746183,32,gelu,0.432589,['star'],9.87678,1.1317e-07,11,False,0.000971024,97.5
198,7,0.738550,16,gelu,0.689955,['kings'],9.08266,1.96506e-08,21,False,2.47305e-07,224.1
199,3,0.347328,32,gelu,0.4948,['vertical'],7.72245,2.65988e-08,16,False,0.000859874,148.2
200,8,0.265267,32,gelu,0.451621,['chain'],6.77564,1.70756e-08,1,True,9.00461e-06,11.3
